['Air', 0, 0, []]
['TiO2_ebeam_21JANE01_HWKim', 58.16768706044229, 1, [0, None]]
['SiO2_ebeam_21FEBE06_HWKim', 211.56439576307818, 1.0, [0, None]]
['Ag_ebeam_201203_ICJung', 28.76518330941849, 1, [15, 40]]
['SiO2_ebeam_21FEBE06_HWKim', 166.9459510698632, 1.0, [0, None]]
['Ag_ebeam_201203_ICJung', 25.366969392505844, 1, [15, 40]]
['Glass', 1000000.0, 0, []]
['Air', 0, 0, []]
