Wavelengths (nm),0.0°
694.0,0.5604373997978948
695.0,0.5605397456627093
696.0,0.5606394041694431
697.0,0.5607363707178149
698.0,0.5608306409395084
699.0,0.5609223502830767
700.0,0.5610131526146784
701.0,0.5611035251276667
702.0,0.5611934636478513
703.0,0.5612829640941422
704.0,0.5613720224789427
705.0,0.5614606349085179
706.0,0.5615487975833345
707.0,0.5616365067983917
708.0,0.5617237589435153
709.0,0.5618105505036409
710.0,0.5618968780590685
711.0,0.5619827382856993
712.0,0.56206812795525
713.0,0.5621530439354443
714.0,0.562237483190187
715.0,0.5623214427797161
716.0,0.5624049198607307
717.0,0.5624879116865048
718.0,0.5625704156069782
719.0,0.5626524337032269
720.0,0.562734629076016
721.0,0.562817471800664
722.0,0.5629009579970478
723.0,0.5629850838384547
724.0,0.5630698455520774
725.0,0.5631552394194748
726.0,0.563241261777015
727.0,0.5633279090162902
728.0,0.5634151775845087
729.0,0.5635030639848589
730.0,0.5635915647768557
731.0,0.5636806765766567
732.0,0.563770396057359
733.0,0.5638607199492714
734.0,0.5639516450401603
735.0,0.5640431681754802
736.0,0.5641352862585741
737.0,0.5642279962508558
738.0,0.5643212951719693
739.0,0.5644151800999264
740.0,0.5645096481712234
741.0,0.5646045148377046
742.0,0.5646990827664053
743.0,0.5647932832056182
744.0,0.5648871157772097
745.0,0.5649805801498283
746.0,0.5650736760387677
747.0,0.5651664032058228
748.0,0.565258761459141
749.0,0.565350750653068
750.0,0.5654423706879844
