Wavelengths (nm),0.0°
557.0,0.5956468307182938
558.0,0.5952498072889875
559.0,0.5948514494150258
560.0,0.5944516458120643
561.0,0.5940503279451287
562.0,0.5936470841703566
563.0,0.5932415915220584
564.0,0.5928352360141808
565.0,0.5924281721823152
566.0,0.5920203090335405
567.0,0.5916118475388872
568.0,0.5912029450294254
569.0,0.5907911125303353
570.0,0.5903758924764846
571.0,0.5899572362084473
572.0,0.5895349541520803
573.0,0.58910851564375
574.0,0.5886789467808984
575.0,0.5882463644677979
576.0,0.5878106875024901
577.0,0.5873718645851621
578.0,0.5869307078963265
579.0,0.5864886522519214
580.0,0.5860458214036744
581.0,0.5856021352324011
582.0,0.5851575139460508
583.0,0.584711823669561
584.0,0.5842631078798245
585.0,0.5838109049988253
586.0,0.5833551723278694
587.0,0.5828958670275111
588.0,0.5824333474308427
589.0,0.5819693685799591
590.0,0.5815039814345919
591.0,0.5810370996593666
592.0,0.5805686374337982
593.0,0.5800980469066903
594.0,0.5796227472551327
595.0,0.5791430448890492
596.0,0.5786589492233265
597.0,0.5781704127101531
598.0,0.5776778077169679
599.0,0.5771835982610765
600.0,0.5766884449139043
601.0,0.5761926518279148
602.0,0.5756961531282786
603.0,0.5751986902029835
604.0,0.5746990460516165
605.0,0.5741969756701175
606.0,0.5736928112107899
607.0,0.5731867612558476
608.0,0.5726785943037664
609.0,0.5721671677995315
610.0,0.5716522590235568
611.0,0.5711338364427456
612.0,0.5706123081098398
613.0,0.5700882690449203
614.0,0.5695638981482154
615.0,0.569039516438405
616.0,0.5685150749436229
617.0,0.567990525128717
618.0,0.5674656203415035
619.0,0.5669389952283962
620.0,0.5664103853816617
621.0,0.5658797500877277
622.0,0.5653470490077952
623.0,0.5648123159780023
624.0,0.564276755956129
625.0,0.5637417183969179
626.0,0.5632071969813401
627.0,0.5626731671899213
628.0,0.5621393848015719
629.0,0.5616045100571494
630.0,0.5610683552589685
631.0,0.5605311459179415
632.0,0.5599929031215163
633.0,0.5594539770408405
634.0,0.5589165239294633
635.0,0.5583808790219563
636.0,0.557847019187835
637.0,0.557315606969751
638.0,0.5567869079499705
639.0,0.5562596455667862
640.0,0.555733598375975
641.0,0.5552087553163098
642.0,0.5546851055304848
643.0,0.5541629582626948
644.0,0.5536442544187516
645.0,0.5531293256134635
646.0,0.5526181748966866
647.0,0.5521108051908656
648.0,0.5516072132282624
649.0,0.5511073653856138
650.0,0.5506122411904002
651.0,0.5501241165535303
652.0,0.5496431018502801
653.0,0.5491692179049279
654.0,0.5487024901232309
655.0,0.5482429381716778
656.0,0.5477905801312631
