['Air', 0, [], 0, [], 0]
['TiO2_ebeam_21JANE01_HWKim', 53.94002652355126, [0, None], 0, [], 1]
['SiO2_ebeam_21FEBE06_HWKim', 111.29335412033898, [0, None], 0, [], 1.0]
['Ag_ebeam_201203_ICJung', 39.44299694286123, [0, None], 0, [], 1]
['SiO2_ebeam_21FEBE06_HWKim', 111.30764185264614, [0, None], 0, [], 1.0]
['TiO2_ebeam_21JANE01_HWKim', 52.481691112570054, [0, None], 0, [], 1]
['Glass', 1000000.0, [], 0, [], 0]
['Air', 0, [], 0, [], 0]
