['Air', 0, [], 0, [], 0]
['TiO2_ebeam_21JANE01_HWKim', 55.921581965272836, [0, None], 0, [], 1]
['SiO2_ebeam_21FEBE06_HWKim', 163.5976749099702, [0, None], 0, [], 1.0]
['Ag_ebeam_201203_ICJung', 28.764141508079856, [0, None], 0, [], 1]
['SiO2_ebeam_21FEBE06_HWKim', 165.76417247891916, [0, None], 0, [], 1.0]
['TiO2_ebeam_21JANE01_HWKim', 55.89737109997136, [0, None], 0, [], 1]
['Glass', 1000000.0, [], 0, [], 0]
['Air', 0, [], 0, [], 0]
